UWI,Nombre del Pozo,"Profundidad Total 
(ft)",Departamento,Cuenca,Lat,Lon,"Coordenada
X","Coordenada 
 Y","Elevación GL
(ft)","Elevacion 
(m)","Temperatura en superficie 
(°C)","BHT
(°F)","BHT
(°C)","Profundidad BHT
(ft)","Profundidad BHT 
(m)",Temperatura de formación (°C),Gradiente Geotérmico Aparente (°C/Km),Año de actualizacion del dato,Distance_To_Nearest_Volcano (m),Nearby Volcanos
CYAR0006,CANO YARUMAL-6,7900,Arauca,Llanos Orientales,6.979436,-71.075803,1332227.27833,1264299.462588,458.0,139.5984,27.502008,182.0,83.33333333333334,7900.0,2407.92,91.49397452225115,26.57561983880326,2009.0,454052.8271497493,0
CYAR0060,CANO YARUMAL-60,8010,Arauca,Llanos Orientales,6.979942,-71.069487,1332925.729709,1264359.938121,457.0,139.2936,27.503532,186.0,85.55555555555556,8010.000000000001,2441.4480000000003,93.8547293484428,27.17698568572536,2009.0,454730.92424412083,0
CYAR0061,CANO YARUMAL-61,7685,Arauca,Llanos Orientales,6.980611,-71.077234,1332068.104256,1264428.550758,,140.0,27.5,164.0,73.33333333333334,7684.999999999999,2342.388,81.22256878256482,22.934957309619424,2009.0,453945.4315293667,0
CYAR0062,CANO YARUMAL-62,8090,Arauca,Llanos Orientales,6.980613,-71.068483,1333036.394785,1264434.989515,457.0,139.2936,27.503532,182.0,83.33333333333334,8090.000000000001,2465.8320000000003,91.73308226748722,26.04782088458873,2009.0,454859.85301263945,0
CYAR0007,CANO YARUMAL-7,7877,Arauca,Llanos Orientales,6.979753,-71.063886,1333545.680475,1264342.963077,456.0,138.9888,27.505056,180.0,82.22222222222223,7876.999999999999,2400.9096,90.35386606730196,26.17708308022175,2009.0,455309.52254851424,0
CYAR0008,CANO YARUMAL-8,7900,Arauca,Llanos Orientales,6.97835,-71.06775,1333119.118053,1264184.878184,457.0,139.2936,27.503532,178.0,81.11111111111111,7900.0,2407.92,89.27175230002892,25.652106506872705,2009.0,454855.5365142541,0
CYAR0009,CANO YARUMAL-9,7900,Arauca,Llanos Orientales,6.978258,-71.077478,1332042.766046,1264167.850336,457.0,139.2936,27.503532,181.0,82.77777777777779,7900.0,2407.92,90.9384189666956,26.344266822276317,2009.0,453835.6177435257,0
CANT0012,CANTAGALLO-12,6850,Bolivar,Valle Medio del Magdalena,7.363992,-73.925514,1017158.350172,1305772.132126,233.0,71.0184,27.844908,118.0,47.77777777777778,4495.0,1370.076,51.7516574568712,17.449214099707753,2008.0,222321.69196135327,0
CANT0013,CANTAGALLO-13,7864,Bolivar,Valle Medio del Magdalena,7.3713,-73.921478,1017603.696288,1306580.544896,239.0,72.8472,27.835763999999998,134.0,56.66666666666667,7170.0,2185.416,63.90422575941999,16.504162941709946,2008.0,223247.47360690252,0
CANT0014,CANTAGALLO-14,8160,Bolivar,Valle Medio del Magdalena,7.352703,-73.934247,1016194.497213,1304523.320326,214.0,65.2272,27.873863999999998,135.0,57.22222222222222,7664.999999999999,2336.292,65.0861774396299,15.927937706258424,2008.0,220749.7748599876,0
CANT0015,CANTAGALLO-15,8904,Bolivar,Valle Medio del Magdalena,7.366775,-73.925136,1017199.956594,1306079.963491,235.0,71.628,27.84186,145.0,62.77777777777778,7031.0,2143.0488,69.83952439191415,19.597157279812834,2008.0,222608.45743849652,0
CANT0016,CANTAGALLO-16,3552,Bolivar,Valle Medio del Magdalena,7.355036,-73.946189,1014875.878239,1304780.955038,221.0,67.3608,27.863196,112.0,44.44444444444444,1664.0,507.1872,45.607223172949524,34.985163610102,2008.0,220298.60423950828,0
CANT0017,CANTAGALLO-17,7835,Bolivar,Valle Medio del Magdalena,7.369125,-73.923594,1017370.086445,1306339.919554,241.0,73.4568,27.832715999999998,116.0,46.66666666666667,7756.999999999999,2364.3336,54.6468698058587,11.341104235823027,2008.0,222920.01620714742,0
CANT0018,CANTAGALLO-18,7215,Bolivar,Valle Medio del Magdalena,7.362839,-73.928017,1016882.054252,1305644.543862,235.0,71.628,27.84186,135.0,57.22222222222222,7314.0,2229.3072,64.64203829023398,16.50745051657034,2008.0,222069.70809670622,0
CANT0019D,CANTAGALLO-19D,6508,Bolivar,Valle Medio del Magdalena,7.358769,-73.930381,1016621.201824,1305194.39238,224.0,68.2752,27.858624,132.0,55.55555555555556,6807.999999999999,2075.0784,62.33570835748402,16.614834580459238,2008.0,221547.50828408124,0
CANT0020,CANTAGALLO-20,2725,Bolivar,Valle Medio del Magdalena,7.437942,-73.940511,1015499.89594,1313950.033133,214.0,65.2272,27.873863999999998,133.0,56.111111111111114,2793.0,851.3064,58.283900915747466,35.72161200215042,2008.0,228588.61185374082,0
CANT0022,CANTAGALLO-22,6480,Bolivar,Valle Medio del Magdalena,7.339675,-73.940928,1015457.309638,1303082.287245,210.0,64.00800000000001,27.87996,132.0,55.55555555555556,6850.0,2087.88,62.38868682924748,16.528117913504357,2008.0,219128.491441971,0
CANT0023,CANTAGALLO-23,8095,Bolivar,Valle Medio del Magdalena,7.367125,-73.922075,1017537.923403,1306118.790454,229.0,69.7992,27.851004,205.0,96.11111111111111,8210.0,2502.408,104.66139961512539,30.694593213866558,2008.0,222815.6717380634,0
CANP0001,CANTIMPLORA-1,4638,Santander,Valle Medio del Magdalena,6.496433,-74.336956,971678.502588,1209831.52114,416.0,126.7968,27.566015999999998,124.0,51.111111111111114,4638.0,1413.6624000000002,55.24888584121935,19.58237683991549,2008.0,116727.8168288596,0
CANP0002,CANTIMPLORA-2,6663,Santander,Valle Medio del Magdalena,6.491436,-74.293083,976531.193231,1209276.634943,408.0,124.3584,27.578208,124.0,51.111111111111114,6575.0,2004.0600000000002,57.597998798574935,14.979487040595057,2008.0,119218.25615627647,0
CAOB0001,CAOBA-1,2535,Boyacá,Valle Medio del Magdalena,6.121672,-74.574767,945333.481797,1168405.049686,473.0,144.1704,27.479148,114.0,45.55555555555556,2535.0,772.668,47.48318060068369,25.88955748223518,2008.0,67662.45701560781,0
CAPA0001,CAPACHOS-1,16564,Arauca,Llanos Orientales,6.572916,-71.758277,1256946.039508,1218879.026661,1079.0,328.8792,26.555604,262.0,127.77777777777779,14848.0,4525.6704,141.86645846608636,25.479286884455032,2009.0,368599.01560295635,0
CAPR0001,CAPORAL-1,7921,Casanare,Llanos Orientales,4.9875,-71.673,1267132.4647,1043443.7172,529.0,161.2392,27.393804,196.0,91.11111111111111,7921.0,2414.3208,99.29821913711628,29.782461028839364,2009.0,371287.058534698,0
CCRA0001AS,CARACARA SUR A-1,5253,Meta,Llanos Orientales,4.1229,-71.9804,1233285.996,947652.0005,724.0,220.67520000000002,27.096624,167.0,75.0,5255.0,1601.7240000000002,79.86272848013864,32.943318873999914,2009.0,355787.48053828045,0
CCRA0002AS,CARACARA SUR A-2,5186,Meta,Llanos Orientales,4.1228,-71.9804,1233284.004,947645.0018,724.0,220.67520000000002,27.096624,160.0,71.11111111111111,5186.0,1580.6928,75.89144365567142,30.869261665309935,2009.0,355788.46180267166,0
CCRA0003AS,CARACARA SUR A-3,5186,Meta,Llanos Orientales,4.1227,-71.9805,1233281.3466,947637.1493,724.0,220.67520000000002,27.096624,170.0,76.66666666666667,5110.0,1557.528,81.3566072019377,34.837244147095724,2009.0,355778.3960081461,0
CCRA0004AS,CARACARA SUR A-4,5138,Meta,Llanos Orientales,4.1228,-71.9805,1233282.344,947638.1478,724.0,220.67520000000002,27.096624,160.0,71.11111111111111,5138.0,1566.0624,75.8343090034055,31.121164139695516,2009.0,355777.41437024315,0
CCRA0007AS,CARACARA SUR A-7,5806,Meta,Llanos Orientales,4.1226,-71.9805,1233277.3947,947623.1187,724.0,220.67520000000002,27.096624,160.0,71.11111111111111,4946.0,1507.5408,75.60734519491133,32.178711975763,2009.0,355779.3779905096,0
CCRA0001BS,CARACARA SUR B-1,5112,Meta,Llanos Orientales,4.127,-71.9646,1235041.5522,948113.0419,730.0,222.50400000000002,27.08748,167.0,75.0,4997.0,1523.0856,79.55626963473672,34.449009060775516,2009.0,357493.2620943699,0
CCRA0002BS,CARACARA SUR B-2,5130,Meta,Llanos Orientales,4.127,-71.9644,1235063.866,948108.0221,719.0,219.15120000000002,27.104243999999998,162.0,72.22222222222223,4954.0,1509.9792,76.72786133087888,32.86377542874689,2009.0,357515.3601698495,0
CCRA0003BS,CARACARA SUR B-3,5143,Meta,Llanos Orientales,4.127,-71.9645,1235049.5576,948111.0714,730.0,222.50400000000002,27.08748,162.0,72.22222222222223,4977.0,1516.9896,76.7549263670425,32.74079556448014,2009.0,357504.31113088253,0
CCRA0004BS,CARACARA SUR B-4,5460,Meta,Llanos Orientales,4.127,-71.9647,1235033.5384,948114.0165,730.0,222.50400000000002,27.08748,160.0,71.11111111111111,5008.0,1526.4384,75.68035384883012,31.834153182224796,2009.0,357482.21306031337,0
CCRA0005BS,CARACARA SUR B-5,5060,Meta,Llanos Orientales,4.127,-71.9646,1235041.5522,948113.0419,730.0,222.50400000000002,27.08748,170.0,76.66666666666667,4977.0,1516.9896,81.19937081148694,35.670574677299655,2009.0,357493.2620943699,0
CCRA0002CS,CARACARA SUR C-2,4911,Meta,Llanos Orientales,4.1335,-71.9478,1236912.908,948835.5148,719.0,219.15120000000002,27.104243999999998,162.0,72.22222222222223,4954.0,1509.9792,76.72786133087888,32.86377542874689,2009.0,359288.0024636362,0
CCRA0003CS,CARACARA SUR C-3,5390,Meta,Llanos Orientales,4.1334,-71.9478,1236910.9405,948827.5089,719.0,219.15120000000002,27.104243999999998,155.0,68.33333333333334,4940.0,1505.712,72.82251667668328,30.36322528922084,2009.0,359288.938189222,0
CCRA0005CS,CARACARA SUR C-5,5043,Meta,Llanos Orientales,4.1334,-71.9478,1236907.9593,948820.4851,719.0,219.15120000000002,27.104243999999998,164.0,73.33333333333334,4963.0,1512.7224,77.8495585954054,33.545688617690466,2009.0,359288.938189222,0
CCRA0001,CARACARA-1,5486,Meta,Llanos Orientales,4.1846,-72.056,1224869.068,954462.8095,,213.0,27.134999999999998,174.0,78.88888888888889,5485.0,1671.828,84.02841948285122,34.0306655247138,2009.0,346884.3699286419,0
CCRA0007,CARACARA-7,5405,Meta,Llanos Orientales,4.1809,-72.0608,1224336.417,954043.5758,611.0,186.2328,27.268836,176.0,80.0,5405.0,1647.4440000000002,85.04288853139131,35.068902209356615,2009.0,346382.73637042806,0
CARC0001,CARACOLI-1,8337,Atlántico,Sinú-San Jacinto,10.865278,-74.841111,916877.151497,1693128.62751,250.0,76.2,27.819,126.0,52.22222222222222,5722.0,1744.0656000000001,57.65016610380733,17.104383059792777,2008.0,580168.2251086145,0
CARB0004K,CARBONERA-4K,7720,Norte de Santander,Catatumbo,8.407878,-72.520518,1171875.484571,1421561.579498,1050.0,320.04,26.5998,220.0,104.44444444444444,7730.0,2356.1040000000003,112.3905427139941,36.4121204810968,2008.0,408136.5776726989,0
CARB0005K,CARBONERA-5K,7944,Norte de Santander,Catatumbo,8.394302,-72.518341,1172121.321293,1420060.512395,612.0,186.5376,27.267312,221.0,105.0,7940.0,2420.112,113.21104652169731,35.51229634070543,2008.0,407164.85024245986,0
CARD0004,CARDALES-4,8395,Santander,Valle Medio del Magdalena,7.115507,-73.87062,1023232.034828,1278293.670895,235.0,71.628,27.84186,152.0,66.66666666666667,8395.0,2558.7960000000003,75.44814289023425,18.60495439661241,2008.0,202688.93890124504,0
CARD0005,CARDALES-5,8904,Santander,Valle Medio del Magdalena,7.115666,-73.870639,1023229.883664,1278311.243198,216.0,65.8368,27.870815999999998,150.0,65.55555555555556,8904.0,2713.9392000000003,74.96569661968634,17.352960825241162,2008.0,202701.90444612224,0
CRTO0002,CARETO-2,7250,Casanare,Llanos Orientales,5.263195,-71.400875,1297210.423501,1074081.90122,474.0,144.4752,27.477624,200.0,93.33333333333334,7250.0,2209.8,100.67213748214841,33.12268688666323,2009.0,396297.0776177989,0
CRTO0003,CARETO-3,6700,Casanare,Llanos Orientales,5.2582,-71.4014,1297153.0019,1073525.9956,487.0,148.4376,27.457812,200.0,93.33333333333334,6700.0,2042.16,99.97740657155632,35.51122075231927,2009.0,396301.4394507546,0
CRTO0004,CARETO-4,6700,Casanare,Llanos Orientales,5.3215,-71.4017,1297091.1103,1080540.3432,466.0,142.0368,27.489815999999998,198.0,92.22222222222223,6702.0,2042.7696,98.86881331061932,34.94226530031547,2009.0,395537.87606972555,0
CRTO0005,CARETO-5,7315,Casanare,Llanos Orientales,5.263,-71.4005,1297249.9931,1074059.9962,470.0,143.256,27.483719999999998,201.0,93.8888888888889,7310.0,2228.088,101.3036414885815,33.13151073412788,2009.0,396340.75323041825,0
CARI0001,CARIBE-1,7699,Putumayo,Caguan-Putumayo,0.623672,-76.999694,674947.979272,560500.239825,2289.0,697.6872000000001,24.711564,160.0,71.11111111111111,7743.0,2360.0664,79.07363150685188,23.03412628850268,2008.0,48457.4210414526,0
CARI0002,CARIBE-2,7779,Putumayo,Caguan-Putumayo,0.600181,-77.011106,673674.625823,557899.92631,2141.0,652.5768,24.937116,84.0,28.88888888888889,7868.0,2398.1664,37.00918323440469,5.033873893990296,2008.0,50870.44621555194,0
CARI0003,CARIBE-3,7805,Putumayo,Caguan-Putumayo,0.634592,-76.985608,676518.720012,561708.364399,1982.0,604.1136,25.179432,178.0,81.11111111111111,7938.000000000001,2419.5024000000003,89.31963814299846,26.50966832808203,2008.0,47529.88693409605,0
CARI0004,CARIBE-4,7903,Putumayo,Caguan-Putumayo,0.597039,-77.017481,672963.851213,557552.452595,2071.0,631.2408,25.043796,173.0,78.33333333333334,7892.999999999999,2405.7864,86.48515031553549,25.538989793747064,2008.0,51136.60808952517,0
CRCE0001,CARICARE-1,0,Arauca,Llanos Orientales,6.7399,-71.3234,1304980.3481,1237614.4925,509.0,155.1432,27.424284,220.0,104.44444444444444,10499.0,3200.0952,115.70292986903476,27.586256142953108,2009.0,419910.60378795484,0
CRCE0001I,CARICARE-1 INJ,10660,Arauca,Llanos Orientales,6.7341,-71.3204,1305319.498,1236970.7904,511.0,155.7528,27.421236,214.0,101.11111111111111,10301.0,3139.7448,112.15384699368924,26.98710130635115,2009.0,420044.581728409,0
CRCE0010,CARICARE-10,10615,Arauca,Llanos Orientales,6.7398,-71.3229,1305044.4052,1237600.5054,509.0,155.1432,27.424284,214.0,101.11111111111111,10562.0,3219.2976000000003,112.43723113585831,26.407296776743568,2009.0,419960.3454613278,0
CRCE0011,CARICARE-11,10881,Arauca,Llanos Orientales,6.7398,-71.3225,1305088.5076,1237599.8025,509.0,155.1432,27.424284,190.0,87.77777777777779,10422.0,3176.6256000000003,98.952924794408,22.51717696741095,2009.0,420002.67874098965,0
CRCE0012,CARICARE-12,11221,Arauca,Llanos Orientales,6.7399,-71.3227,1305065.695,1237615.4068,509.0,155.1432,27.424284,232.0,111.11111111111111,11221.0,3420.1608,123.11206322575528,27.97756737804704,2009.0,419984.6858584052,0
CRCE0014,CARICARE-14,10885,Arauca,Llanos Orientales,6.7393,-71.3223,1305102.715,1237549.8042,509.0,155.1432,27.424284,222.0,105.55555555555556,10332.0,3149.1936,116.6323804197489,28.32728239373689,2009.0,420007.9821884559,0
CRCE0015,CARICARE-15,10560,Arauca,Llanos Orientales,6.739,-71.3221,1305129.0207,1237515.4526,509.0,155.1432,27.424284,216.0,102.22222222222223,10445.0,3183.636,113.42233907797913,27.01252752449688,2009.0,420019.63562049385,0
CRCE0002,CARICARE-2,11192,Arauca,Llanos Orientales,6.739727,-71.323445,1304980.485566,1237592.127878,509.0,155.1432,27.424284,225.0,107.22222222222223,11192.0,3411.3216,119.19482935328807,26.901757182110316,2009.0,419900.349838761,0
CRCE0003,CARICARE-3,11410,Arauca,Llanos Orientales,6.739876,-71.323645,1304958.299629,1237608.488662,509.0,155.1432,27.424284,224.0,106.66666666666667,11410.0,3477.768,118.84902614294784,26.288338423652135,2009.0,419883.9134202041,0
CRCE0004,CARICARE-4,11960,Arauca,Llanos Orientales,6.740124,-71.322928,1305037.527957,1237636.361871,509.0,155.1432,27.424284,222.0,105.55555555555556,10315.0,3144.012,116.61370038770957,28.36802670845708,2009.0,419967.66686299635,0
CRCE0005,CARICARE-5,11078,Arauca,Llanos Orientales,6.739393,-71.323319,1304994.674449,1237555.17228,,154.0,27.43,220.0,104.44444444444444,11078.0,3376.5744,116.30435445680823,26.320863670828107,2009.0,419903.08509689855,0
CARR0001,CARR-1,5445,Antioquia,Valle Medio del Magdalena,6.876747,-74.145253,992889.069632,1251883.982357,344.0,104.8512,27.675743999999998,125.0,51.66666666666667,5445.0,1659.6360000000002,56.757829210988156,17.523170870593404,2008.0,163546.02353929155,0
CRRO0001,CARRAO-1,12250,Arauca,Llanos Orientales,6.6519,-71.5237,1282869.4619,1227749.9821,617.0,188.0616,27.259691999999998,250.0,121.11111111111111,12258.0,3736.2384,134.02884676448073,28.576644029053586,2009.0,395928.39608133276,0
CARL0001,CARRIZALES-1,8651,Casanare,Llanos Orientales,4.957,-71.8352,1249133.9878,1040001.3745,501.0,152.7048,27.436476,208.0,97.77777777777779,8594.0,2619.4512,106.80648457604039,30.300243263184438,2009.0,354431.9055778706,0
CARL0004,CARRIZALES-4,8560,Casanare,Llanos Orientales,4.9575,-71.8364,1249006.6646,1040063.5156,514.0,156.6672,27.416664,228.0,108.8888888888889,8420.0,2566.416,117.70151268258468,35.179350768770405,2009.0,354290.00964113406,0
CARL0007,CARRIZALES-7,8810,Casanare,Llanos Orientales,4.9501,-71.8408,1248512.2988,1039235.9981,514.0,156.6672,27.416664,204.0,95.55555555555556,8757.0,2669.1336,104.7854407369295,28.98647588750503,2009.0,353996.192301014,0
CRTJ0001,CARTUJO-1,6396,Huila,Valle Superior del Magdalena,3.147044,-75.150014,881155.373144,839497.521316,1439.0,438.60720000000003,26.006964,150.0,65.55555555555556,6411.0,1954.0728000000001,71.8368261452923,23.453508050105558,2008.0,100663.98109053962,0
CARU0001,CARUPANA-1,11515,Casanare,Llanos Orientales,5.579244,-71.753989,1257893.703799,1108903.775022,573.0,174.65040000000002,27.326748,220.0,104.44444444444444,9829.0,2995.8792000000003,114.95510561551954,29.24962983004106,2009.0,354872.2364373488,0
CARU0002,CARUPANA-2,10401,Casanare,Llanos Orientales,5.5779,-71.7527,1258036.35,1108756.495,573.0,174.65040000000002,27.326748,215.0,101.66666666666667,10296.0,3138.2208,112.70389381981708,27.205589173272028,2009.0,355018.55070982105,0
CARU0003,CARUPANA-3,10535,Casanare,Llanos Orientales,5.576267,-71.751721,1258146.495134,1108575.197075,578.0,176.17440000000002,27.319128,202.0,94.44444444444444,10535.0,3211.068,105.74163980313392,24.422563397328833,2009.0,355131.44771806436,0
CSBE0100,CASABE-100,3700,Antioquia,Valle Medio del Magdalena,7.072925,-73.911797,1018684.780053,1273582.580094,244.0,74.3712,27.828143999999998,113.0,45.0,3700.0,1127.76,48.09573359686215,17.971545006794138,2008.0,196181.92482174464,0
CSBE1000,CASABE-1000,3800,Antioquia,Valle Medio del Magdalena,7.048453,-73.910931,1018781.51147,1270876.165788,250.0,76.2,27.819,124.0,51.111111111111114,3619.9999999999995,1103.376,54.12185011678178,23.83851934135035,2008.0,194051.3138047289,0
CSBE1001,CASABE-1001,3600,Antioquia,Valle Medio del Magdalena,7.058308,-73.913656,1018480.039249,1271966.003935,250.0,76.2,27.819,120.0,48.88888888888889,3499.9999999999995,1066.8,51.77337971548531,22.454424180244953,2008.0,194751.51275502652,0
CSBE1002,CASABE-1002,3860,Antioquia,Valle Medio del Magdalena,7.05305,-73.906325,1019290.187818,1271384.770691,250.0,76.2,27.819,120.0,48.88888888888889,3860.0,1176.528,52.15655222829069,20.685909921642914,2008.0,194765.0324080744,0
CSBE1004,CASABE-1004,3900,Antioquia,Valle Medio del Magdalena,7.038561,-73.917286,1018079.684164,1269781.965244,250.0,76.2,27.819,119.0,48.333333333333336,3900.0,1188.72,51.64437526161592,20.042882479991857,2008.0,192750.39184016694,0
CSBE1005,CASABE-1005,5405,Antioquia,Valle Medio del Magdalena,7.039442,-73.924356,1017298.535976,1269879.085662,250.0,76.2,27.819,135.0,57.22222222222222,5400.0,1645.92,62.259083201834166,20.92451832521275,2008.0,192362.9631623404,0
CSBE1006,CASABE-1006,5400,Antioquia,Valle Medio del Magdalena,7.043478,-73.925428,1017179.919359,1270325.409057,250.0,76.2,27.819,134.0,56.66666666666667,5400.0,1645.92,61.703527646278616,20.58698335659,2008.0,192653.23789010686,0
CSBE1007,CASABE-1007,5300,Antioquia,Valle Medio del Magdalena,7.037678,-73.923633,1017378.409026,1269684.03811,250.0,76.2,27.819,138.0,58.88888888888889,5300.0,1615.44,63.80551844709886,22.276604793182575,2008.0,192253.06053673595,0
CSBE0101,CASABE-101,6050,Antioquia,Valle Medio del Magdalena,7.069308,-73.900939,1019884.590698,1273183.04873,246.0,74.9808,27.825096,133.0,56.111111111111114,6050.0,1844.0400000000002,61.94285153689741,18.501635288224442,2008.0,196569.78616684666,0
CSBE1014,CASABE-1014,5600,Antioquia,Valle Medio del Magdalena,7.034192,-73.921778,1017583.55647,1269298.570515,250.0,76.2,27.819,136.0,57.77777777777778,5600.0,1706.88,63.05687425557349,20.644611370203812,2008.0,192064.51023000487,0
CSBE1016,CASABE-1016,4070,Antioquia,Valle Medio del Magdalena,7.028614,-73.919019,1017888.550858,1268681.811564,250.0,76.2,27.819,124.0,51.111111111111114,4024.0,1226.5152,54.55760938586888,21.800471274933145,2008.0,191750.6388440241,0
CSBE1018,CASABE-1018,3600,Antioquia,Valle Medio del Magdalena,7.049544,-73.9181,1017989.332294,1270996.606488,250.0,76.2,27.819,120.0,48.88888888888889,3599.9999999999995,1097.28,51.87848218231896,21.926474721419297,2008.0,193676.47485026537,0
CSBE0102,CASABE-102,3815,Antioquia,Valle Medio del Magdalena,7.053061,-73.906372,1019284.972345,1271385.99632,248.0,75.5904,27.822048,116.6,47.0,3800.0,1158.24,50.20289037763492,19.32314751488027,2008.0,194762.90676869135,0
